Id,Pred
2016_1112_1114,0.9856173108367772
2016_1112_1122,0.9711522314825985
2016_1112_1124,0.747426211950841
2016_1112_1138,0.9043205320252086
2016_1112_1139,0.7981999306798038
2016_1112_1143,0.73744961148692
2016_1112_1151,0.9857362402894294
2016_1112_1153,0.7128356222486215
2016_1112_1160,0.7936395439399491
2016_1112_1163,0.6417082623469583
2016_1112_1167,0.9904096665618015
2016_1112_1173,0.8720065150211063
2016_1112_1181,0.41914368802150037
2016_1112_1192,0.9879343153454664
2016_1112_1195,0.988449526749292
2016_1112_1201,0.8959561121756027
2016_1112_1211,0.4627949983759274
2016_1112_1214,0.9804534208317575
2016_1112_1218,0.8463601550711972
2016_1112_1221,0.9637628227809254
2016_1112_1231,0.7469059450315947
2016_1112_1233,0.8744427900680356
2016_1112_1234,0.7787285979762321
2016_1112_1235,0.6916422521640795
2016_1112_1242,0.4443360772431469
2016_1112_1246,0.594902794815236
2016_1112_1268,0.7392254981451467
2016_1112_1274,0.6387352056352564
2016_1112_1276,0.8113210684081392
2016_1112_1277,0.5442981428112847
2016_1112_1292,0.9278452657123766
2016_1112_1314,0.45468635621528786
2016_1112_1320,0.7200959444281887
2016_1112_1323,0.6238213133389892
2016_1112_1328,0.7062825103108232
2016_1112_1332,0.6695100691095657
2016_1112_1333,0.875954520073516
2016_1112_1338,0.5587628816939133
2016_1112_1344,0.8298288421776024
2016_1112_1345,0.7617191500890711
2016_1112_1355,0.9170622103965078
2016_1112_1371,0.8570195807196779
2016_1112_1372,0.9029793403181259
2016_1112_1380,0.9838827568491743
2016_1112_1386,0.8286380859395656
2016_1112_1392,0.9273012629063103
2016_1112_1393,0.5603582181461721
2016_1112_1396,0.7833192145487786
2016_1112_1400,0.6699623474251739
2016_1112_1401,0.7245883773672419
2016_1112_1403,0.8785126956981405
2016_1112_1409,0.8691703476631297
2016_1112_1421,0.9774833281259584
2016_1112_1423,0.9370335299443039
2016_1112_1425,0.8208989102985627
2016_1112_1428,0.8078225563851533
2016_1112_1433,0.7112907085514739
2016_1112_1435,0.797039758152656
2016_1112_1437,0.5731042550303878
2016_1112_1438,0.544636754146565
2016_1112_1451,0.8950083140917344
2016_1112_1452,0.7119784179078701
2016_1112_1453,0.938217052878557
2016_1112_1455,0.6667427377192832
2016_1112_1458,0.6151826189527916
2016_1112_1462,0.7620731555578035
2016_1112_1463,0.8897141430111408
2016_1114_1122,0.4026304565104437
2016_1114_1124,0.06253550133366835
2016_1114_1138,0.19411374873948775
2016_1114_1139,0.0866147268963704
2016_1114_1143,0.05894303551534634
2016_1114_1151,0.5379237957165371
2016_1114_1153,0.05095049528751001
2016_1114_1160,0.0832775153034344
2016_1114_1163,0.03346797493143627
2016_1114_1167,0.5845886568644578
2016_1114_1173,0.14294270302744314
2016_1114_1181,0.00850833016814264
2016_1114_1192,0.5379368108093563
2016_1114_1195,0.5688393851642771
2016_1114_1201,0.17665896770032363
2016_1114_1211,0.01183712074944562
2016_1114_1214,0.46697273823401864
2016_1114_1218,0.12386609217454822
2016_1114_1221,0.3559359057384188
2016_1114_1231,0.06238232950909811
2016_1114_1233,0.15391936848062915
2016_1114_1234,0.07577869437114779
2016_1114_1235,0.044819363787291885
2016_1114_1242,0.010057818881152451
2016_1114_1246,0.025878685726276326
2016_1114_1268,0.05973234405952202
2016_1114_1274,0.03318552399341805
2016_1114_1276,0.09330733195181612
2016_1114_1277,0.01881990469432775
2016_1114_1292,0.23622433866181605
2016_1114_1314,0.010777751213732818
2016_1114_1320,0.05442024719484469
2016_1114_1323,0.030183511065086537
2016_1114_1328,0.04885106727623342
2016_1114_1332,0.039483366033894726
2016_1114_1333,0.14646613431460093
2016_1114_1338,0.020548919812176655
2016_1114_1344,0.10549206084820316
2016_1114_1345,0.06826970681409687
2016_1114_1355,0.2189337412946505
2016_1114_1371,0.1275400188666158
2016_1114_1372,0.19513837543623438
2016_1114_1380,0.505698536570492
2016_1114_1386,0.10510942159822678
2016_1114_1392,0.24516946861111324
2016_1114_1393,0.020725757855271053
2016_1114_1396,0.07830844133278853
2016_1114_1400,0.039439515037271666
2016_1114_1401,0.05465114822336892
2016_1114_1403,0.1490890018929402
2016_1114_1409,0.1428375136902313
2016_1114_1421,0.4580027041843007
2016_1114_1423,0.2566262766521288
2016_1114_1425,0.09936256619632428
2016_1114_1428,0.09161512828593316
2016_1114_1433,0.051674047126382634
2016_1114_1435,0.0865822665381215
2016_1114_1437,0.022396522436507006
2016_1114_1438,0.01893859505706378
2016_1114_1451,0.19059868564275306
2016_1114_1452,0.0505595579272526
2016_1114_1453,0.2607887213966234
2016_1114_1455,0.03994305867119784
2016_1114_1458,0.0287252835630994
2016_1114_1462,0.06854668772814365
2016_1114_1463,0.17555924582297008
2016_1122_1124,0.10451124137370525
2016_1122_1138,0.2735654178366365
2016_1122_1139,0.13827223107776113
2016_1122_1143,0.09927751651294259
2016_1122_1151,0.6294484448875703
2016_1122_1153,0.08747107637749925
2016_1122_1160,0.1338304663318235
2016_1122_1163,0.060654527486928976
2016_1122_1167,0.6737382959765444
2016_1122_1173,0.21231367740454304
2016_1122_1181,0.018115917231852633
2016_1122_1192,0.6320223620099368
2016_1122_1195,0.6582312982845204
2016_1122_1201,0.2533298039019568
2016_1122_1211,0.024150022981128828
2016_1122_1214,0.5639029976674774
2016_1122_1218,0.18709933650193963
2016_1122_1221,0.452938753779459
2016_1122_1231,0.10428103477720635
2016_1122_1233,0.2247420597545482
2016_1122_1234,0.12338597618816446
2016_1122_1235,0.07826810706219309
2016_1122_1242,0.021020521239003193
2016_1122_1246,0.04831178051274578
2016_1122_1268,0.10039780466774338
2016_1122_1274,0.060140490101295914
2016_1122_1276,0.14757760732636366
2016_1122_1277,0.03658627068948221
2016_1122_1292,0.3229782073953835
2016_1122_1314,0.022345614529121524
2016_1122_1320,0.09237330919866904
2016_1122_1323,0.055401724694008614
2016_1122_1328,0.08436227872897374
2016_1122_1332,0.07005414826491495
2016_1122_1333,0.21687200882796204
2016_1122_1338,0.03952619632595362
2016_1122_1344,0.1639531079207612
2016_1122_1345,0.11274368057696317
2016_1122_1355,0.30236403963735375
2016_1122_1371,0.19278189959675526
2016_1122_1372,0.27432096988263677
2016_1122_1380,0.6003664202193237
2016_1122_1386,0.16336422497449563
2016_1122_1392,0.3317774868744284
2016_1122_1393,0.03983042493907078
2016_1122_1396,0.12686972903390226
2016_1122_1400,0.07001826113770195
2016_1122_1401,0.09296069987773425
2016_1122_1403,0.22020188097259816
2016_1122_1409,0.21171939712841362
2016_1122_1421,0.5536127999346052
2016_1122_1423,0.3463363714730657
2016_1122_1425,0.15575966916495615
2016_1122_1428,0.14520308987952316
2016_1122_1433,0.08830521572515145
2016_1122_1435,0.1381175892572259
2016_1122_1437,0.0426337762513129
2016_1122_1438,0.03676951384735948
2016_1122_1451,0.26779997812882106
2016_1122_1452,0.08691464898016414
2016_1122_1453,0.3508665226615766
2016_1122_1455,0.07052742195385064
2016_1122_1458,0.053041856743364965
2016_1122_1462,0.1131142827084295
2016_1122_1463,0.25086109625481423
2016_1124_1138,0.7433479486711579
2016_1124_1139,0.5678269966234469
2016_1124_1143,0.48772098154699023
2016_1124_1151,0.9412052723884488
2016_1124_1153,0.4583861400526611
2016_1124_1160,0.5607921487922074
2016_1124_1163,0.3806712016505606
2016_1124_1167,0.9561544998009344
2016_1124_1173,0.6813907352013135
2016_1124_1181,0.19203883702235133
2016_1124_1192,0.946380753908491
2016_1124_1195,0.9501326757505921
2016_1124_1201,0.7258300736871055
2016_1124_1211,0.22518480493487522
2016_1124_1214,0.9224792853831355
2016_1124_1218,0.6420869875309592
2016_1124_1221,0.8743921457877519
2016_1124_1231,0.49939414359962087
2016_1124_1233,0.6894986660783423
2016_1124_1234,0.5404647596677159
2016_1124_1235,0.4339997777870323
2016_1124_1242,0.2099746220886274
2016_1124_1246,0.3356843736859909
2016_1124_1268,0.49006397398306745
2016_1124_1274,0.37812230718875134
2016_1124_1276,0.5857954250130003
2016_1124_1277,0.28928181630787264
2016_1124_1292,0.7896517699598575
2016_1124_1314,0.21763307216421668
2016_1124_1320,0.46830408091454656
2016_1124_1323,0.3627761267195238
2016_1124_1328,0.4505991733037641
2016_1124_1332,0.4099210931467295
2016_1124_1333,0.6878166270503645
2016_1124_1338,0.30195191340858857
